D_COD_CLIENTE	D_FANTASIA	D_RAZAO_SOCIAL	D_ENDERECO	D_GEOPOLITICO	D_DOCUMENTO	D_COD_PRODUTO	D_DESCRICAO	M_QUANTIDADE
7783	AUTO POSTO AMAZONMINAS	AUTO POSTO AMAZONMINAS LTDA-ME	AV. MINAS GERAIS, 747	BAIRRO DOS ESTADOS                      	9026	5155	EXPOSITOR DE GARRAFAO 12X1              	1
6700	OXIGENIO CENT. NORTE	AUTO PECAS BRASVENO LTDA	AV. GLAYCON DE PAIVA, 1725	SAO VICENTE                             	180059	5155	EXPOSITOR DE GARRAFAO 12X1              	1
917	MERCANTIL SILVA	AURILENE VIEIRA DA SILVA-ME	RUA N-17, 1180	PINTOLANDIA                             	254215	504	EXPOSITOR DE GARRAFAO 18X1              	1
5357	MERCEARIA GM BISPO	AURELIANO BISPO DA SILVA	RUA DOM PEDRO I	MECEJANA                                	474332-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
822	MERCADINHO SOUZA	ARNALDO DE SOUZA	RUA ADAIL OLIVEIRA ROSA, 831	DR.SILVIO LEITE                         	300293	504	EXPOSITOR DE GARRAFAO 18X1              	1
8911	SUP.GOIANA PRICUMA	ARAÚJO E SARAIVA LTDA	AV. VIA DAS FLORES, 2166	PRICUMA                                 	538869-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
8911	SUP.GOIANA PRICUMA	ARAÚJO E SARAIVA LTDA	AV. VIA DAS FLORES, 2166	PRICUMA                                 	299784	504	EXPOSITOR DE GARRAFAO 18X1              	1
33	SUP.GOIANA II-CARANA	ARAUJO E SARAIVA LTDA	RUA JOCA FARIAS, 46	CARANA                                  	476252-1	5160	FREEZER VERTICAL 300 LTS                	1
33	SUP.GOIANA II-CARANA	ARAUJO E SARAIVA LTDA	RUA JOCA FARIAS, 46	CARANA                                  	458317-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
1404	COMÉRCIO SÃO LUCAS	ARAUJO E ALMEIDA COMERCIO LTDA	RUA S-2, 887	DR.SILVIO BOTELHO                       	16777	5155	EXPOSITOR DE GARRAFAO 12X1              	1
12714	ANTONIO MENDES DA SILVA	ANTONIO MENDES DA SILVA	RUA JOAO PADILHA, 927	CAIMBE                                  	555990-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
1116	MERCADO SERRA DO SOL	ANTONIO LUCIANO SANTOS ALMEIDA	RUA IZÍDIO GALDINO DA SILVA, 1738	SEN.HELIO CAMPOS                        	16785	5155	EXPOSITOR DE GARRAFAO 12X1              	1
11398	SUPERMERCADO CAMPEÃO 	ANTONIO FRANCISCO DA SILVA	AV. ATAIDE TEIVE, 9395	JARDIM EQUATORIAL                       	532559-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
4053	COMERCIAL BRASCOM	ANTONIO BRAZ DE SOUZA	RUA R-16, 388	CIDADE SATELITE                         	306511	504	EXPOSITOR DE GARRAFAO 18X1              	1
2197	COMERCIAL  2 IRMÃOS	ANTONIO ALVES MELO	RUA S-11, 2028	PINTOLANDIA                             	16773	5155	EXPOSITOR DE GARRAFAO 12X1              	1
10222	DISTRIBUIDORA DO DEL	ANTONIO ADEILSON VERAS FREIRE	AV. CAPITÃO CLOVIS, 249	SAO BENTO                               	102221	5155	EXPOSITOR DE GARRAFAO 12X1              	1
4942	DIST. PONTO GELADA	ANDERSON BENICIO VIEIRA	AV. MÁRIO HOMEM DE MELO, 5708	TANCREDO NEVES                          	2010494	504	EXPOSITOR DE GARRAFAO 18X1              	1
7749	DISTRIBUIDORA DO PEDRINHO	ANA CLEIDE SILVA MESQUITA	AV. BRIGADEIRO, 2337	SAO BENTO                               	77491	5155	EXPOSITOR DE GARRAFAO 12X1              	1
6335	DISTRIBUIDORA CHAPADÃO	AMARILEA FREITAS DE OLIVEIRA	AV. MANOEL FELIPE, 824	BURITIS                                 	9432	5155	EXPOSITOR DE GARRAFAO 12X1              	1
4724	DIST.ROXO	ALTEREIROS V SILVA - ME	RUA IZÍDIO GALDINO DA SILVA, 1507	SEN.HELIO CAMPOS                        	301925	504	EXPOSITOR DE GARRAFAO 18X1              	1
10417	ARMAZEM DA CARNE	ALEX DOS SANTOS LIMA - ME 	AV. DOM APARECIDO DIAS, 937	CIDADE SATELITE                         	494521-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
14321	PANIF MER SÃO JOSE	ALESSANDRA LEAL DA SILVA 03008217273	RUA OLIVIA PAIXAO SILVA, 167	JARDIM FLORESTA                         	623175-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
906	AÇOUGUE BOI BOM	ALBERTO G. DE ABREU-ME	RUA S-2, 1471	DR.SILVIO BOTELHO                       	51693	5155	EXPOSITOR DE GARRAFAO 12X1              	1
9054	CONFRARIA BUTIKIN	ADÉLIA CRISTINA BONFIM	AV. GETÚLIO VARGAS, 5610-A	CENTRO                                  	312531	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
10670	SUP. TOP D+	ADRIANO RODRIGUES DE FREITAS	RUA ACARA-AÇU, 182	SANTA TEREZA                            	106701	504	EXPOSITOR DE GARRAFAO 18X1              	1
14928	MERCADO LM	ADINALDO VIEIRA DOS SANTOS 48492930268	RUA SB 02, 36	DR.SILVIO BOTELHO                       	652927-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
10472	MERCANTIL BRASILIANO	ADALBERTO MINOTTO ME	RUA CC25, 204	SEN.HELIO CAMPOS                        	494532-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
11295	SUPER SILVA	A.A. DA SILVA EIRELI ME - ME	AV.GEMEOS, 187	CIDADE SATELITE                         	469024-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
1036	MERCEARIA DO CONSUMIDOR	A. X. DE ARAGAO-ME	RUA SEVERINO SOARES DE FREITAS, 2588	PARAVIANA                               	201036	5155	EXPOSITOR DE GARRAFAO 12X1              	1
3646	DISTRIBUID. DE BEBIDAS CAMBARÁ	A. R. DA SILVA DISTRIBUIDORA ME	RUA FELIPE XAUD, 2725	CAMBARA                                 	2013646	5155	EXPOSITOR DE GARRAFAO 12X1              	1
8059	MERCEARIA EL SHADAY	A. NASCIMENTO DE LIMA -ME	RUA R-16, 23	CIDADE SATELITE                         	261508	5155	EXPOSITOR DE GARRAFAO 12X1              	1
1595	COMERCIAL ANCHIETA	A. J. RIBEIRO DE ANCHIETA - ME	AV. SÃO JOAQUIM, 306	DR.SILVIO LEITE                         	307054	504	EXPOSITOR DE GARRAFAO 18X1              	1
1865	COMERCIAL MALUKINHO	A. CANTAO DA COSTA-ME	AV. RUI BARAÚNA, 818	JARDIM CARANÃ                           	261455	5155	EXPOSITOR DE GARRAFAO 12X1              	1
264	BV GÁS	A. A. CASTELO BRANCO	AV. SÃO SEBASTIÃO, 1708	TANCREDO NEVES                          	16769	504	EXPOSITOR DE GARRAFAO 18X1              	1
11893	GAP CONVENIENCIA	A S M PADILHA - ME	AV. CARLOS PEREIRA DE MELO, 3603	SANTA TEREZA                            	514551-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
6819	AUTO POSTO KARAKAS	A P FACCIO	AV. BRASIL, 1228	CINTURAO VERDE                          	482359-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
10467	DIST XAPADINHO	A ADENILSON C DE SOUSA ME	AV. GENERAL ATAIDE TEIVE, 7252	DR.SILVIO LEITE                         	555802-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
